nl_text,code_snippet
how to select parent based on the child in lxml?,"t.xpath('//a[@href = ""http://exact url""]')[0]"
exclude column names when writing dataframe `df` to a csv file `filename.csv`,"df.to_csv('filename.csv', header=False)"
python write bytes to file,"f = open('/tmp/output', 'wb')"
finding largest value in a dictionary,"max(x, key=x.get)"
deleting specific control characters(\n \r \t) from a string,"re.sub('[\\t\\n\\r]', ' ', '1\n2\r3\t4')"
syntax for creating a dictionary into another dictionary in python,print(d['dict2']['quux'])
how to alphabetically sort array of dictionaries on single key?,"sorted(my_list, key=operator.itemgetter('name', 'age', 'other_thing'))"
missing data in a column of pandas dataframe,"salesdata.loc[~salesdata.Outlet_Size.isnull(), 'Outlet_Size'].unique()"
append tuples to a list,"[['AAAA', 1.11], ['BBB', 2.22], ['CCCC', 3.33]]"
how to convert a list of multiple integers into a single integer?,"r = int(''.join(map(str, x)))"
does anybody know of a good example of functional testing a python tkinter application?,Mainscreen()
tornado : support multiple application on same ioloop,ioloop.IOLoop.instance().start()
executing a c program in python?,"call(['./spa', 'args', 'to', 'spa'])"
numpy array multiplication with arrays of arbitrary dimensions,"np.allclose(C0, C3)"
lower a string `text` and remove non-alphanumeric characters aside from space,"re.sub('[^\\sa-zA-Z0-9]', '', text).lower().strip()"
sorting list based on values from another list?,"[x for y, x in sorted(zip(Y, X))]"
"pandas dataframe, how do i split a column into two","df['A'], df['B'] = df['AB'].str.split(' ', 1).str"
url encoding in python,urllib.parse.quote_plus('a b')
"python, lxml and xpath - html table parsing",tbl = doc.xpath('//body/table[2]//tr[position()>2]')[0]
how to run scrapy from within a python script,reactor.run()
write dataframe `df` to csv file 'mycsv.csv',df.write.csv('mycsv.csv')
python thinks a 3000-line text file is one line long?,"open('textbase.txt', 'Ur')"
"escape character '}' in string '{0}:<15}}{1}:<15}}{2}:<8}}' while using function `format` with arguments `('1', '2', '3')`","print('{0}:<15}}{1}:<15}}{2}:<8}}'.format('1', '2', '3'))"
python mysql escape special characters,sql = 'UPGRADE inventory_server set server_mac = %s where server_name = %s'
how to check if a variable is empty in python?,return bool(value)
convert a raw string `raw_byte_string` into a normal string,raw_byte_string.decode('unicode_escape')
how can i display a np.array with pylab.imshow(),plt.show()
sort items in dictionary `d`  using the first part of the key after splitting the key,"sorted(list(d.items()), key=lambda name_num: (name_num[0].rsplit(None, 1)[0], name_num[1]))"
"remove all instances of [1, 1] from list `a`","a[:] = [x for x in a if x != [1, 1]]"
line plot with arrows in matplotlib,plt.show()
python: how to use a list comprehension here?,[item['baz'] for foo in foos for item in foo['bar']]
counting how many times a row occurs in a matrix (numpy),(array_2d == row).all(-1).sum()
calling a function named 'myfunction' in the module,globals()['myfunction']()
unable to parse tab in json files,"json.loads('{""MY_STRING"": ""Foo\tBar""}')"
delete all rows in a numpy array `a` where any value in a row is zero `0`,"a[np.all(a != 0, axis=1)]"
write to csv from dataframe python pandas,"a.to_csv('test.csv', cols=['sum'])"
how to sort a dataframe in python pandas by two or more columns?,"df.sort_values(['b', 'c'], ascending=[True, False], inplace=True)"
changing the options of a optionmenu when clicking a button,root.mainloop()
convert keys in dictionary `thedict` into case insensitive,theset = set(k.lower() for k in thedict)
how to add a specific number of characters to the end of string in pandas?,"s = pd.Series(['A', 'B', 'A1R', 'B2', 'AABB4'])"
create variable key/value pairs with argparse,"parser.add_argument('--conf', nargs=2, action='append')"
call `dosomething()` in a try-except without handling the exception,"try:
    doSomething()
except Exception:
    pass"
saving numpy array to csv produces typeerror mismatch,"np.savetxt('test.csv', example, delimiter=',')"
string manipulation in cython,"re.sub(' +', ' ', s)"
how to properly split this list of strings?,"[['z', '+', '2', '-', '44'], ['4', '+', '55', '+', 'z', '+', '88']]"
"adding a 1-d array `[1, 2, 3, 4, 5, 6, 7, 8, 9]` to a 3-d array `np.zeros((6, 9, 20))`","np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9])[(None), :, (None)]"
numpy select fixed amount of values among duplicate values in array,"array([1, 2, 2, 3, 3])"
gradient calculation with python,np.cos(-1.5)
get the current directory of a script,os.path.basename(os.path.dirname(os.path.realpath(__file__)))
secondary axis with twinx(): how to add to legend?,ax2.legend(loc=0)
extract table data from table `rows` using beautifulsoup,[[td.findNext(text=True) for td in tr.findAll('td')] for tr in rows]
pythonic way to filter list for elements with unique length,list({len(s): s for s in jones}.values())
comparing lists of dictionaries,"all(d1[k] == d2[k] for k in ('testclass', 'testname'))"
how do i fix a dimension error in tensorflow?,"x_image = tf.reshape(tf_in, [-1, 2, 4, 1])"
concatenate row values for the same index in pandas,"df.groupby('A').apply(lambda x: list(np.repeat(x['B'].values, x['quantity'])))"
removing trailing zeros in python,int('0000')
flask : how to architect the project with multiple apps?,app.run(debug=True)
plotting stacked barplots on a panda data frame,"df.plot(kind='barh', stacked=True)"
iterate through unicode strings and compare with unicode in python dictionary,'\u50b5'.encode('utf-8')
how do i get the url of the active google chrome tab in windows?,"omniboxHwnd = win32gui.FindWindowEx(hwnd, 0, 'Chrome_OmniboxView', None)"
get unique values from a list in python,"set(['a', 'b', 'c', 'd'])"
find average of every three columns in pandas dataframe,"pd.concat([df, res], axis=1)"
sorting alphanumerical dictionary keys in python,"keys.sort(key=lambda k: (k[0], int(k[1:])))"
writing a log file from python program,logging.debug('next line')
how do i parse a vcard to a python dictionary?,vobj.adr
how to extract first two characters from string using regex,"df.c_contofficeID.str.replace('^12(?=.{4}$)', '')"
compare contents  at filehandles `file1` and `file2` using difflib,"difflib.SequenceMatcher(None, file1.read(), file2.read())"
what's the best way to search for a python dictionary value in a list of dictionaries?,any(d['site'] == 'Superuser' for d in data)
split dictionary of lists into list of dictionaries,"map(dict, zip(*[[(k, v) for v in value] for k, value in list(d.items())]))"
easiest way to remove unicode representations from a string in python 3?,"print(re.sub('(\\\\u[0-9A-Fa-f]+)', unescapematch, 'Wi\\u2011Fi'))"
how to merge two python dictionaries in a single expression?,"z = merge_two_dicts(x, y)"
select rows in a dataframe `df` column 'closing_price' between two values 99 and 101,df = df[(df['closing_price'] >= 99) & (df['closing_price'] <= 101)]
how to return index of a sorted list?,"sorted(list(range(len(s))), key=lambda k: s[k])"
how to invert colors of an image in pygame?,pygame.display.flip()
python: get the position of the biggest item in a numpy array,numpy.argwhere(a.max() == a)
how to retrieve only arabic texts from a string using regular expression?,"print(re.findall('[u0600-u06FF]+', my_string))"
remove lines in dataframe using a list in pandas,df.query('field not in @ban_field')
"extracting a region from an image using slicing in python, opencv",cv2.destroyAllWindows()
how do i use xml namespaces with find/findall in lxml?,"root.xpath('.//table:table', namespaces=root.nsmap)"
how can i filter a haystack searchqueryset for none on an integerfield,self.searchqueryset.filter(group__isnull=True)
get number of workers from process pool in python multiprocessing module,multiprocessing.cpu_count()
sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])"
how can i break up this long line in python?,"""""""This is the first line of my text which will be joined to a second."""""""
find matching rows in 2 dimensional numpy array,"np.where((vals == (0, 1)).all(axis=1))"
get absolute folder path and filename for file `existgdbpath `,os.path.split(os.path.abspath(existGDBPath))
passing list of parameters to sql in psycopg2,"cur.mogrify('SELECT * FROM table WHERE column IN %s;', ((1, 2, 3),))"
how can i properly set the `env.hosts` in a function in my python fabric `fabfile.py`?,run('ls')
import a module 'a.b.c' with importlib.import_module in python 2,importlib.import_module('a.b.c')
convert pandas dataframe to a nested dict,df.to_dict()
load module from string in python,sys.modules['mymodule'] = mymodule
python - convert binary data to utf-8,data.decode('latin-1').encode('utf-8')
how to rename all folders?,"os.rename(dir, dir + '!')"
filter a django model `mymodel` to have charfield length of max `255`,MyModel.objects.extra(where=['CHAR_LENGTH(text) > 254'])
how to write a unicode csv in python 2.7,self.writer.writerow([str(s).encode('utf-8') for s in row])
inherit from class `executive`,"super(Executive, self).__init__(*args)"
get index of the top n values of a list in python,"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]"
is there a numpy function to return the first index of something in an array?,array[itemindex[0][0]][itemindex[1][0]]
python byte string encode and decode,"""""""foo"""""".decode('latin-1')"
"how can i convert a character to a integer in python, and viceversa?",ord('a')
list comprehension with if statement,[y for y in a if y not in b]
django urls with empty values,"url('^api/student/(?P<pk>.*)/(?P<pk2>.*)/$', api.studentList.as_view()),"
python: make last item of array become the first,a[-2:] + a[:-2]
convert an image to 2d array in python,"data = np.concatenate((im, indices), axis=-1)"
how to read integers from a file that are 24bit and little endian using python?,"struct.unpack('<I', bytes + '\x00')"
"python-matplotlib boxplot. how to show percentiles 0,10,25,50,75,90 and 100?",plt.show()
what would be the python code to add time to a specific timestamp?,"datetime.strptime('21/11/06 16:30', '%d/%m/%y %H:%M')"
stdout encoding in python,print('\xc5\xc4\xd6'.encode('UTF8'))
get list item by attribute in python,items = [item for item in container if item.attribute == value]
prepend the line '#test firstline\n' to the contents of file 'infile' and save as the file 'outfile',"open('outfile', 'w').write('#test firstline\n' + open('infile').read())"
list of dictionaries from numpy array without for loop,"np.rec.fromarrays((x, y, z), names=['x', 'y', 'z'])"
postgresql ilike query with sqlalchemy,Post.query.filter(Post.title.ilike('%some_phrase%'))
paramiko combine stdout and stderr,ssh.close()
get name of primary field `name` of django model `custompk`,CustomPK._meta.pk.name
how to i load a tsv file into a pandas dataframe?,"DataFrame.from_csv('c:/~/trainSetRel3.txt', sep='\t')"
convert int values in list `numlist` to float,numlist = [float(x) for x in numlist]
python 2.7 - write and read a list from file,my_list = [line.rstrip('\n') for line in f]
django filter jsonfield list of dicts,Test.objects.filter(actions__contains=[{'fixed_key_3': [{'key1': 'foo2'}]}])
create list of single item repeated n times in python,"[['x'], ['x'], ['x'], ['x']]"
viewing the content of a spark dataframe column,df.select('zip_code').collect()
python logging string formatting,logger.setLevel(logging.DEBUG)
prevent numpy from creating a multidimensional array,"np.ndarray((2, 3), dtype=object)"
how to repeat pandas data frame?,"pd.concat([x] * 5, ignore_index=True)"
